comp gfa{AM,AC,CR}
Co33Ni0.05Zr66.95 AM
Co33Ni0.1Zr66.9 AM
Co33Ni0.15Zr66.85 AM
Co33Ni0.2Zr66.8 AM
Co15Ni28.05Zr56.95 AM
Co5Ni31.35Zr63.65 AM
Co10Ni29.7Zr60.3 AM
Co15Ni28.05Zr56.95 AM
Co20Ni26.4Zr53.6 AM
Co22P11Zr67 AM
Co28P5Zr67 AM
Co33P0Zr67 AM
Co1.7Pd81.8Si16.5 AM
Co4.2Pd79.3Si16.5 AM
Co6.7Pd76.8Si16.5 AM
Co10Pd73.5Si16.5 AM
Co12.5Pd71Si16.5 AM
Co15Pd68.5Si16.5 AM
Co20.9Pd62.6Si16.5 CR
Co10Pd70Si20 AM
Co25Pd10Zr65 AM
Co30Pd5Zr65 AM
Co34Pd1Zr65 AM
Co54Pd1Zr45 AM
Co85Si5Zr10 AM
Co88Si2Zr10 AM
Co90Si0Zr10 AM
Co66V20Zr14 AM
Co67.5V18Zr14.5 AM
Co69.2V16Zr14.8 AM
Co71V14Zr15 AM
Co72.5V20Zr7.5 AM
Co72.8V12Zr15.2 AM
Co74.5V10Zr15.5 AM
Co75V18Zr7 AM
Co76.3V8Zr15.7 AM
Co77.2V16Zr6.8 AM
Co78V6Zr16 AM
Co79.5V14Zr6.5 AM
Co80V4Zr16 AM
Co81.5V12Zr6.5 AM
Co82V2Zr16 AM
Co83.5V10Zr6.5 AM
Co84V0Zr16 AM
Co85V8Zr7 AM
Co86.5V6Zr7.5 AM
Co88V4Zr8 AM
Co89.5V2Zr8.5 AM
Co91V0Zr9 AM
Co75.8V12Zr12.2 AM
Co79.2V10.6Zr10.2 AM
Co80V10Zr10 AM
Co80V10Zr10 AM
Co81.8V9Zr9.2 AM
Co84V8Zr8 AM
Co85V5Zr10 AM
Co90V0Zr10 AM
Co74W12Zr14 AM
Co74W13Zr13 AM
Co74.5W14Zr11.5 AM
Co75W10Zr15 AM
Co76.4W8Zr15.6 AM
Co77W14Zr9 AM
Co78.2W6Zr15.8 AM
Co79.5W13Zr7.5 AM
Co80W4Zr16 AM
Co82W2Zr16 AM
Co82W12Zr6 AM
Co84W0Zr16 AM
Co84.8W10Zr5.2 AM
Co86.8W8Zr5.2 AM
Co88.5W6Zr5.5 AM
Co89.8W4Zr6.2 AM
Co90.2W2Zr7.8 AM
Co91W0Zr9 AM
Co78W8Zr14 AM
Co80W10Zr10 AM
Co80.5W7Zr12.5 AM
Co82.2W6.6Zr11.2 AM
Co84W6Zr10 AM
Co85W5Zr10 AM
Co85.5W5Zr9.5 AM
Co90W0Zr10 AM
Cr0Fe80P20 AM
Cr2Fe78P20 AM
Cr4Fe76P20 AM
Cr6Fe74P20 AM
Cr8Fe72P20 AM
Cr7Fe76P17 AM
Cr73Fe10P17 AM
Cr74Fe9P17 AM
Cr23Fe55P22 AM
Cr24Fe56.5P19.5 AM
Cr25Fe57.5P17.5 AM
Cr26Fe59.5P14.5 AM
Cr26Fe60.5P13.5 AM
Cr8Fe72P20 AM
Cr0Fe90Zr10 AM
Cr4Fe86Zr10 AM
Cr6Fe84Zr10 AM
Cr8Fe82Zr10 AM
Cr10Fe80Zr10 AM
Cr15Fe75Zr10 AM
Cr17Fe73Zr10 AM
Cr20Fe70Zr10 AM
Cr25Fe65Zr10 AM
Cr2Fe88Zr10 AM
Cr4Fe86Zr10 AM
Cr7Fe83Zr10 AM
Cr10Fe80Zr10 AM
Cr0Ni80P20 AM
Cr3Ni77P20 AM
Cr5Ni75P20 AM
Cr10Ni70P20 AM
Cr20Ni60P20 AM
Cr0Ni80P20 AM
Cr3Ni77P20 AM
Cr5Ni75P20 AM
Cr10Ni70P20 AM
Cr15Ni65P20 AM
Cr20Ni60P20 AM
Cr0Ni82P18 AM
Cr5Ni75P20 AM
Cr7Ni73P20 AM
Cr10Ni70P20 AM
Cr18Ni62P20 AM
Cr0Ni81P19 AM
Cr43.5Ni40.5P16 AM
Cr55.93Ni28.93P15.14 AM
Cr58Ni27P15 AM
Cr59.81Ni25.31P14.88 AM
Cr69.6Ni16.2P14.2 AC
Cr72.5Ni13.5P14 CR
Cr87Ni0P13 CR
Cr0Ni81P19 AM
Cr5Ni76P19 AM
Cr10Ni71P19 AM
Cr15Ni66P19 AM
Cr20Ni61P19 AM
Cr25Ni56P19 AM
Cr30Ni51P19 AM
Cr14Ni68P18 AM
Cr40Ni40P20 AM
Cr50Ni30P20 AM
Cr60Ni20P20 AM
Cr80Ni0P20 AC
Cr70Ni10P20 CR
Cr0Ni33Zr67 AM
Cr33Ni0.05Zr66.95 AM
Cr33Ni0.1Zr66.9 AM
Cr33Ni0.15Zr66.85 AM
Cr33Ni0.2Zr66.8 AM
Cr15Ni28.05Zr56.95 AM
Cr5Ni31.35Zr63.65 AM
Cr10Ni29.7Zr60.3 AM
Cr15Ni28.05Zr56.95 AM
Cr20Ni26.4Zr53.6 AM
Cr0Ni60Zr40 AM
Cr5Ni55Zr40 AM
Cr10Ni50Zr40 AM
Cr15Ni15Zr70 AM
Cr15Ni25Zr60 AM
Cr15Ni35Zr50 AM
Cr15Ni45Zr40 AM
Cr0Pd80Si20 AM
Cr0.5Pd79.5Si20 AM
Cr1Pd79Si20 AM
Cr2Pd78Si20 AM
Cr3Pd77Si20 AM
Cr4Pd76Si20 AM
Cr5Pd75Si20 AM
Cr6Pd74Si20 AM
Cr7Pd73Si20 AM
Cr0Si15Zr85 AM
Cr10Si15Zr75 AM
Cr20Si15Zr65 AM
Cu35Fe5Ti60 AM
Cu40Fe10Ti50 AM
Cu45Fe5Ti50 AM
Cu55Fe5Ti40 AM
Cu40Fe20Zr40 AM
Cu50Fe10Zr40 AM
Cu53Fe7Zr40 AM
Cu55Fe5Zr40 AM
Cu57Fe3Zr40 AM
Cu59Fe1Zr40 AM
Cu60Fe0Zr40 AM
Cu38.2Hf28.8Nb33 AM
Cu39.9Hf30.1Nb30 AM
Cu42.7Hf32.3Nb25 AM
Cu45.6Hf34.4Nb20 AM
Cu48.4Hf36.6Nb15 AM
Cu51.3Hf38.7Nb10 AM
Cu54.1Hf40.9Nb5 AM
Cu56.4Hf42.6Nb1 AM
Cu57Hf21Nb22 AM
Cu57Hf23Nb20 AM
Cu57Hf28Nb15 AM
Cu57Hf33Nb10 AM
Cu57Hf38Nb5 AM
Cu57Hf42Nb1 AM
Cu0Hf30Ni70 AM
Cu0Hf40Ni60 AM
Cu0Hf50Ni50 AM
Cu0Hf60Ni40 AM
Cu0Hf70Ni30 AM
Cu10Hf20Ni70 AM
Cu10Hf30Ni60 AM
Cu10Hf40Ni50 AM
Cu10Hf50Ni40 AM
Cu10Hf60Ni30 AM
Cu10Hf70Ni20 AM
Cu10Hf75Ni15 AM
Cu15Hf55Ni30 AM
Cu20Hf20Ni60 AM
Cu20Hf30Ni50 AM
Cu20Hf40Ni40 AM
Cu20Hf50Ni30 AM
Cu20Hf55Ni25 AM
Cu20Hf60Ni20 AM
Cu20Hf65Ni15 AM
Cu20Hf70Ni10 AM
Cu25Hf50Ni25 AM
Cu25Hf55Ni20 AM
Cu30Hf20Ni50 AM
Cu30Hf30Ni40 AM
Cu30Hf40Ni30 AM
Cu30Hf45Ni25 AM
Cu30Hf50Ni20 AM
Cu30Hf55Ni15 AM
Cu30Hf60Ni10 AM
Cu30Hf70Ni0 AM
Cu35Hf45Ni20 AM
Cu35Hf50Ni15 AM
Cu40Hf20Ni40 AM
Cu40Hf30Ni30 AM
Cu40Hf40Ni20 AM
Cu40Hf45Ni15 AM
Cu40Hf50Ni10 AM
Cu40Hf60Ni0 AM
Cu50Hf20Ni30 AM
Cu50Hf30Ni20 AM
Cu50Hf40Ni10 AM
Cu50Hf50Ni0 AM
Cu60Hf20Ni20 AM
Cu60Hf30Ni10 AM
Cu60Hf40Ni0 AM
Cu70Hf30Ni0 AM
Cu70Hf20Ni10 AC
Cu10Hf80Ni10 CR
Cu20Hf10Ni70 CR
Cu20Hf75Ni5 CR
Cu30Hf10Ni60 CR
Cu40Hf10Ni50 CR
Cu50Hf10Ni40 CR
Cu60Hf10Ni30 CR
Cu70Hf10Ni20 CR
Cu15La5Mg80 AM
Cu15La40Mg45 AM
Cu20La0Mg80 AM
Cu20La5Mg75 AM
Cu20La10Mg70 AM
Cu20La30Mg50 AM
Cu20La40Mg40 AM
Cu25La20Mg55 AM
Cu25La30Mg45 AM
Cu25La40Mg35 AM
Cu30La0Mg70 AM
Cu30La5Mg65 AM
Cu30La10Mg60 AM
Cu30La20Mg50 AM
Cu30La30Mg40 AM
Cu30La40Mg30 AM
Cu40La0Mg60 AM
Cu40La5Mg55 AM
Cu40La10Mg50 AM
Cu40La20Mg40 AM
Cu40La30Mg30 AM
Cu50La10Mg40 AM
Cu50La20Mg30 AM
Cu10La40Mg50 AC
Cu15La0Mg85 AC
Cu15La10Mg75 AC
Cu15La15Mg70 AC
Cu15La30Mg55 AC
Cu20La25Mg55 AC
Cu20La50Mg30 AC
Cu25La25Mg50 AC
Cu30La50Mg20 AC
Cu40La40Mg20 AC
Cu50La30Mg20 AC
Cu10La0Mg90 CR
Cu10La10Mg80 CR
Cu20La20Mg60 CR
Cu50La0Mg50 CR
Cu27La69Sr4 AM
Cu27La70Sr3 AM
Cu27La71Sr2 AM
Cu27La73Sr0 AM
Cu27.5La66Sr6.5 AM
Cu27.5La67.5Sr5 AM
Cu28La63.5Sr8.5 AM
Cu28La64.5Sr7.5 AM
Cu28.5La61.5Sr10 AM
Cu28.5La62.5Sr9 AM
Cu29La60Sr11 AM
Cu30La57.5Sr12.5 AM
Cu30La58Sr12 AM
Cu30.5La56Sr13.5 AM
Cu31La55Sr14 AM
Cu32La53.5Sr14.5 AM
Cu32.5La52.5Sr15 AM
Cu33La51.5Sr15.5 AM
Cu34La50Sr16 AM
Cu35La48Sr17 AM
Cu36La47Sr17 AM
Cu37La47Sr16 AM
Cu37La48Sr15 AM
Cu37La49Sr14 AM
Cu37La50.5Sr12.5 AM
Cu37La52Sr11 AM
Cu37La53Sr10 AM
Cu37La54Sr9 AM
Cu37La55Sr8 AM
Cu37La56Sr7 AM
Cu37La57Sr6 AM
Cu37La58Sr5 AM
Cu37La59Sr4 AM
Cu37La59.5Sr3.5 AM
Cu37La60.5Sr2.5 AM
Cu37La61.5Sr1.5 AM
Cu37La62Sr1 AM
Cu37La63Sr0 AM
Cu5Mg85Nd10 AM
Cu10Mg70Nd20 AM
Cu10Mg75Nd15 AM
Cu10Mg80Nd10 AM
Cu10Mg85Nd5 AM
Cu15Mg65Nd20 AM
Cu15Mg70Nd15 AM
Cu15Mg75Nd10 AM
Cu15Mg80Nd5 AM
Cu20Mg45Nd35 AM
Cu20Mg50Nd30 AM
Cu20Mg55Nd25 AM
Cu20Mg60Nd20 AM
Cu20Mg65Nd15 AM
Cu20Mg70Nd10 AM
Cu20Mg75Nd5 AM
Cu20Mg80Nd0 AM
Cu25Mg45Nd30 AM
Cu25Mg50Nd25 AM
Cu25Mg55Nd20 AM
Cu25Mg60Nd15 AM
Cu25Mg65Nd10 AM
Cu25Mg70Nd5 AM
Cu30Mg40Nd30 AM
Cu30Mg45Nd25 AM
Cu30Mg50Nd20 AM
Cu30Mg55Nd15 AM
Cu30Mg60Nd10 AM
Cu30Mg65Nd5 AM
Cu30Mg70Nd0 AM
Cu35Mg30Nd35 AM
Cu35Mg45Nd20 AM
Cu35Mg50Nd15 AM
Cu35Mg55Nd10 AM
Cu40Mg30Nd30 AM
Cu40Mg40Nd20 AM
Cu40Mg50Nd10 AM
Cu40Mg55Nd5 AM
Cu40Mg60Nd0 AM
Cu50Mg20Nd30 AM
Cu50Mg30Nd20 AM
Cu50Mg40Nd10 AM
Cu60Mg10Nd30 AM
Cu60Mg20Nd20 AM
Cu0Mg92.5Nd7.5 AC
Cu5Mg90Nd5 AC
Cu10Mg90Nd0 AC
Cu15Mg60Nd25 AC
Cu20Mg40Nd40 AC
Cu40Mg20Nd40 AC
Cu60Mg30Nd10 AC
Cu0Mg85Nd15 CR
Cu0Mg90Nd10 CR
Cu0Mg95Nd5 CR
Cu0Mg97.5Nd2.5 CR
Cu5Mg80Nd15 CR
Cu10Mg65Nd25 CR
Cu50Mg50Nd0 CR
Cu60Mg0Nd40 CR
Cu70Mg0Nd30 CR
Cu70Mg10Nd20 CR
Cu80Mg0Nd20 CR
Cu5Mg85Y10 AM
Cu10Mg65Y25 AM
Cu10Mg70Y20 AM
Cu10Mg80Y10 AM
Cu10Mg85Y5 AM
Cu15Mg70Y15 AM
Cu15Mg80Y5 AM
Cu20Mg50Y30 AM
Cu20Mg60Y20 AM
Cu20Mg70Y10 AM
Cu20Mg80Y0 AM
Cu25Mg60Y15 AM
Cu25Mg65Y10 AM
Cu25Mg70Y5 AM
Cu30Mg40Y30 AM
Cu30Mg50Y20 AM
Cu30Mg60Y10 AM
Cu30Mg70Y0 AM
Cu40Mg30Y30 AM
Cu40Mg40Y20 AM
Cu40Mg55Y5 AM
Cu40Mg60Y0 AM
Cu5Mg85Y10 AM
Cu1Mg84Y15 AM
Cu5Mg85Y10 AM
Cu10Mg65Y25 AM
Cu10Mg70Y20 AM
Cu10Mg80Y10 AM
Cu10Mg85Y5 AM
Cu15Mg70Y15 AM
Cu15Mg80Y5 AM
Cu20Mg50Y30 AM
Cu20Mg60Y20 AM
Cu20Mg70Y10 AM
Cu20Mg79Y1 AM
Cu25Mg60Y15 AM
Cu25Mg65Y10 AM
Cu25Mg70Y5 AM
Cu30Mg40Y30 AM
Cu30Mg50Y20 AM
Cu30Mg60Y10 AM
Cu30Mg69Y1 AM
Cu37Mg48Y15 AM
Cu40Mg30Y30 AM
Cu40Mg40Y20 AM
Cu40Mg55Y5 AM
Cu40Mg59Y1 AM
Cu1Mg79Y20 AC
Cu5Mg65Y30 AC
Cu5Mg75Y20 AC
Cu10Mg60Y30 AC
Cu15Mg84Y1 AC
Cu30Mg30Y40 AC
Cu40Mg20Y40 AC
Cu1Mg89Y10 CR
Cu5Mg90Y5 CR
Cu10Mg89Y1 CR
Cu25Mg65Y10 AM
Cu8Mg80Y12 AM
Cu16Mg60Y24 AM
Cu24Mg40Y36 AM
Cu32Mg20Y48 AM
Cu40Mg0Y60 AM
Cu5Mg85Y10 AM
Cu10Mg70Y20 AM
Cu10Mg75Y15 AM
Cu10Mg80Y10 AM
Cu10Mg80Y10 AM
Cu10Mg85Y5 AM
Cu15Mg75Y10 AM
Cu20Mg70Y10 AM
Cu25Mg65Y10 AM
Cu8Mg80Y12 AM
Cu24Mg40Y36 AM
Cu32Mg20Y48 AM
Cu40Mg0Y60 AM
Cu38.2Nb33Ti28.8 AM
Cu39.9Nb30Ti30.1 AM
Cu42.7Nb25Ti32.3 AM
Cu45.6Nb20Ti34.4 AM
Cu48.4Nb15Ti36.6 AM
Cu51.3Nb10Ti38.7 AM
Cu54.1Nb5Ti40.9 AM
Cu56.4Nb1Ti42.6 AM
Cu57Nb1Ti42 AM
Cu57Nb5Ti38 AM
Cu57Nb10Ti33 AM
Cu57Nb15Ti28 AM
Cu57Nb20Ti23 AM
Cu57Nb22Ti21 AM
Cu38.2Nb33Zr28.8 AM
Cu39.9Nb30Zr30.1 AM
Cu42.7Nb25Zr32.3 AM
Cu45.6Nb20Zr34.4 AM
Cu48.4Nb15Zr36.6 AM
Cu51.3Nb10Zr38.7 AM
Cu54.1Nb5Zr40.9 AM
Cu56.4Nb1Zr42.6 AM
Cu57Nb1Zr42 AM
Cu57Nb5Zr38 AM
Cu57Nb10Zr33 AM
Cu57Nb15Zr28 AM
Cu57Nb20Zr23 AM
Cu57Nb22Zr21 AM
Cu67Ni17P16 AM
Cu69Ni13P18 AM
Cu0Ni80P20 AM
Cu14.4Ni65.6P20 AM
Cu52.8Ni27.2P20 AM
Cu61.6Ni18.4P20 AM
Cu67Ni17P16 AM
Cu69Ni13P18 AM
Cu73Ni11P16 AM
Cu2Ni76P22 AM
Cu2Ni78P20 AM
Cu2Ni80P18 AM
Cu4Ni74P22 AM
Cu4Ni76P20 AM
Cu4Ni78P18 AM
Cu6Ni72P22 AM
Cu6Ni74P20 AM
Cu6Ni76P18 AM
Cu8Ni70P22 AM
Cu8Ni72P20 AM
Cu8Ni74P18 AM
Cu10Ni68P22 AM
Cu10Ni70P20 AM
Cu10Ni72P18 AM
Cu12Ni68P20 AM
Cu1Ni75P24 CR
Cu1Ni83P16 CR
Cu2Ni74P24 CR
Cu2Ni82P16 CR
Cu3Ni73P24 CR
Cu3Ni81P16 CR
Cu4Ni80P16 CR
Cu12Ni67P21 CR
Cu13Ni66P21 CR
Cu13Ni67P20 CR
Cu13Ni69P18 CR
Cu14Ni66P20 CR
Cu14Ni68P18 CR
Cu16Ni23Ti61 AM
Cu0Ni30Ti70 AM
Cu0Ni33Ti67 AM
Cu0Ni40Ti60 AM
Cu0Ni45Ti55 AM
Cu5Ni20Ti75 AM
Cu5Ni20Ti75 AM
Cu10Ni20Ti70 AM
Cu10Ni30Ti60 AM
Cu20Ni10Ti70 AM
Cu20Ni20Ti60 AM
Cu20Ni30Ti50 AM
Cu25Ni25Ti50 AM
Cu30Ni10Ti60 AM
Cu30Ni20Ti50 AM
Cu30Ni30Ti40 AM
Cu35Ni0Ti65 AM
Cu40Ni0Ti60 AM
Cu40Ni10Ti50 AM
Cu40Ni20Ti40 AM
Cu40Ni30Ti30 AM
Cu50Ni0Ti50 AM
Cu50Ni10Ti40 AM
Cu50Ni20Ti30 AM
Cu60Ni0Ti40 AM
Cu60Ni10Ti30 AM
Cu70Ni0Ti30 AM
Cu75Ni0Ti25 AM
Cu0Ni25Ti75 AC
Cu0Ni50Ti50 AC
Cu0Ni60Ti40 AC
Cu0Ni65Ti35 AC
Cu10Ni40Ti50 AC
Cu10Ni50Ti40 AC
Cu15Ni5Ti80 AC
Cu20Ni40Ti40 AC
Cu30Ni0Ti70 AC
Cu30Ni40Ti30 AC
Cu35Ni35Ti30 AC
Cu40Ni40Ti20 AC
Cu50Ni30Ti20 AC
Cu80Ni0Ti20 AC
Cu0Ni10Ti90 CR
Cu0Ni20Ti80 CR
Cu0Ni20Ti80 CR
Cu0Ni70Ti30 CR
Cu0Ni75Ti25 CR
Cu0Ni90Ti10 CR
Cu5Ni5Ti90 CR
Cu5Ni10Ti85 CR
Cu5Ni15Ti80 CR
Cu10Ni0Ti90 CR
Cu10Ni10Ti80 CR
Cu10Ni60Ti30 CR
Cu10Ni70Ti20 CR
Cu10Ni80Ti10 CR
Cu15Ni10Ti75 CR
Cu20Ni50Ti30 CR
Cu20Ni60Ti20 CR
Cu20Ni70Ti10 CR
Cu30Ni50Ti20 CR
Cu30Ni60Ti10 CR
Cu50Ni40Ti10 CR
Cu70Ni10Ti20 CR
Cu70Ni20Ti10 CR
Cu80Ni10Ti10 CR
Cu90Ni0Ti10 CR
Cu45Ni10Ti45 AM
Cu0Ni50Ti50 CR
Cu10Ni40Ti50 CR
Cu13Ni37Ti50 CR
Cu15Ni35Ti50 CR
Cu0Ni50Ti50 CR
Cu5Ni45Ti50 CR
Cu13Ni37Ti50 CR
Cu50Ni10Ti40 AM
Cu25Ni25Ti50 AM
Cu0Ni33Zr67 AM
Cu33Ni0.05Zr66.95 AM
Cu33Ni0.1Zr66.9 AM
Cu33Ni0.15Zr66.85 AM
Cu33Ni0.2Zr66.8 AM
Cu15Ni28.05Zr56.95 AM
Cu5Ni31.35Zr63.65 AM
Cu10Ni29.7Zr60.3 AM
Cu15Ni28.05Zr56.95 AM
Cu20Ni26.4Zr53.6 AM
Cu25Ni25Zr50 AM
Cu0Ni30Zr70 AM
Cu0Ni40Zr60 AM
Cu0Ni50Zr50 AM
Cu0Ni60Zr40 AM
Cu10Ni20Zr70 AM
Cu10Ni30Zr60 AM
Cu10Ni40Zr50 AM
Cu10Ni50Zr40 AM
Cu10Ni60Zr30 AM
Cu15Ni25Zr60 AM
Cu15Ni30Zr55 AM
Cu20Ni10Zr70 AM
Cu20Ni20Zr60 AM
Cu20Ni30Zr50 AM
Cu20Ni40Zr40 AM
Cu20Ni50Zr30 AM
Cu25Ni15Zr60 AM
Cu25Ni20Zr55 AM
Cu25Ni25Zr50 AM
Cu30Ni0Zr70 AM
Cu30Ni10Zr60 AM
Cu30Ni15Zr55 AM
Cu30Ni20Zr50 AM
Cu30Ni25Zr45 AM
Cu30Ni30Zr40 AM
Cu30Ni40Zr30 AM
Cu35Ni15Zr50 AM
Cu35Ni20Zr45 AM
Cu40Ni0Zr60 AM
Cu40Ni10Zr50 AM
Cu40Ni15Zr45 AM
Cu40Ni20Zr40 AM
Cu40Ni30Zr30 AM
Cu50Ni0Zr50 AM
Cu50Ni10Zr40 AM
Cu50Ni20Zr30 AM
Cu60Ni0Zr40 AM
Cu60Ni10Zr30 AM
Cu70Ni0Zr30 AM
Cu5Ni20Zr75 AC
Cu10Ni10Zr80 CR
Cu20Ni5Zr75 CR
Cu20Ni60Zr20 CR
Cu30Ni50Zr20 CR
Cu40Ni40Zr20 CR
Cu50Ni30Zr20 CR
Cu60Ni20Zr20 CR
Cu70Ni10Zr20 CR
Cu56P2Zr42 AM
Cu70Pb1Zn29 AM
Cu0Pd79Si21 AM
Cu0Pd80Si20 AM
Cu0Pd82Si18 AM
Cu0Pd84Si16 AM
Cu0Pd85Si15 AM
Cu3.5Pd80Si16.5 AM
Cu4.5Pd77.5Si18 AM
Cu6Pd77.5Si16.5 AM
Cu7Pd73Si20 AM
Cu7Pd76.5Si16.5 AM
Cu10Pd73.5Si16.5 AM
Cu11Pd69.5Si19.5 AM
Cu14.5Pd69Si16.5 AM
Cu19Pd64.5Si16.5 AM
Cu0Pd82.4Si17.6 AM
Cu2Pd80.75Si17.25 AM
Cu4Pd79.1Si16.9 AM
Cu5.7Pd73.8Si20.5 AM
Cu5.8Pd74.7Si19.5 AM
Cu5.9Pd75.6Si18.5 AM
Cu5.9Pd76.6Si17.5 AM
Cu6Pd77.5Si16.5 AM
Cu6Pd77.5Si16.5 AM
Cu6.1Pd78.4Si15.5 AM
Cu8Pd75.8Si16.2 AM
Cu10Pd74.2Si15.8 AM
Cu12Pd72.5Si15.5 AM
Cu14Pd70.9Si15.1 AM
Cu1.7Pd81.8Si16.5 AM
Cu4.2Pd79.3Si16.5 AM
Cu6.7Pd76.8Si16.5 AM
Cu10Pd73.5Si16.5 AM
Cu12.5Pd71Si16.5 AM
Cu15Pd68.5Si16.5 AM
Cu20.9Pd62.6Si16.5 AM
Cu26.7Pd56.8Si16.5 CR
Cu6Pd77.5Si16.5 AM
Cu0Pd78Si22 AM
Cu0Pd80Si20 AM
Cu0Pd82Si18 AM
Cu0Pd83.5Si16.5 AM
Cu6Pd77.5Si16.5 AM
Cu7Pd76Si17 AM
Cu8Pd74Si18 AM
Cu9Pd75Si16 AM
Cu10Pd70Si20 AM
Cu10Pd73Si17 AM
Cu12Pd66Si22 AM
Cu12.5Pd70.5Si17 AM
Cu15Pd69Si16 AM
Cu0Pd83.5Si16.5 AM
Cu4Pd79.5Si16.5 AM
Cu12.5Pd71Si16.5 AM
Cu16.5Pd67Si16.5 AM
Cu0Pd82Si18 AM
Cu6Pd77.5Si16.5 AM
Cu0Pd83.5Si16.5 AM
Cu3Pd80Si17 AM
Cu39Ti17Zr44 AM
Cu39Ti21Zr40 AM
Cu40Ti30Zr30 AM
Cu44Ti10Zr46 AM
Cu44Ti16Zr40 AM
Cu45Ti20Zr35 AM
Cu45Ti25Zr30 AM
Cu47Ti35Zr18 AM
Cu50Ti0Zr50 AM
Cu50Ti15Zr35 AM
Cu50Ti30Zr20 AM
Cu54Ti11Zr35 AM
Cu55Ti20Zr25 AM
Cu55Ti25Zr20 AM
Cu56Ti0Zr44 AM
Cu60Ti25Zr15 AM
Cu60Ti40Zr0 AM
Cu62Ti0Zr38 AM
Cu65Ti0Zr35 AM
Cu65Ti20Zr15 AM
Cu70Ti0Zr30 AM
Cu31Ti41Zr28 AC
Cu34Ti44Zr22 AC
Cu46Ti0Zr54 AC
Cu66Ti34Zr0 AC
Cu75Ti8Zr17 AC
Cu20Ti80Zr0 CR
Cu28Ti0Zr72 CR
Cu30Ti70Zr0 CR
Cu33Ti0Zr67 CR
Cu35Ti65Zr0 CR
Cu75Ti0Zr25 CR
Cu75Ti25Zr0 CR
Cu80Ti0Zr20 CR
Cu85Ti15Zr0 CR
Cu95Ti0Zr5 CR
Cu50Ti50Zr0 AM
Cu60Ti25Zr15 AM
Dy0.3Fe89.7Zr10 AM
Dy88Fe2Zr10 AM
Dy84Fe6Zr10 CR
Fe88Gd2Zr10 AM
Fe89.7Gd0.3Zr10 AM
Fe84Gd6Zr10 CR
Fe89.91Ge0.09Zr10 AM
Fe89.946Ge0.054Zr10 AM
Fe89.964Ge0.036Zr10 AM
Fe89.982Ge0.018Zr10 AM
Fe90Ge0Zr10 AM
Fe24Hf0Zr76 AM
Fe24Hf7.6Zr68.4 AM
Fe24Hf15.2Zr60.8 AM
Fe24Hf22.8Zr53.2 AM
Fe24Hf34.2Zr41.8 AM
Fe28Ir2Zr70 AM
Fe84La6Zr10 AM
Fe88La2Zr10 AM
Fe89.7La0.3Zr10 AM
Fe68Mn15P17 AM
Fe71Mn12P17 AM
Fe74Mn9P17 AM
Fe86Mn4Zr10 AM
Fe88Mn2Zr10 AM
Fe90Mn0Zr10 AM
Fe82Mn8Zr10 AM
Fe86Mn4Zr10 AM
Fe90Mn0Zr10 AM
Fe74Mo9P17 AM
Fe76Mo7P17 AM
Fe0Ni80P20 AM
Fe1Ni79P20 AM
Fe3Ni77P20 AM
Fe5Ni75P20 AM
Fe10Ni70P20 AM
Fe20Ni60P20 AM
Fe0Ni80P20 AM
Fe10Ni70P20 AM
Fe15Ni65P20 AM
Fe20Ni60P20 AM
Fe25Ni55P20 AM
Fe30Ni50P20 AM
Fe35Ni45P20 AM
Fe40Ni40P20 AM
Fe60Ni20P20 AM
Fe80Ni0P20 AM
Fe40Ni40P20 AM
Fe16Ni64P20 AM
Fe9Ni81Zr10 AM
Fe18Ni72Zr10 AM
Fe36Ni54Zr10 AM
Fe54Ni36Zr10 AM
Fe63Ni27Zr10 AM
Fe72Ni18Zr10 AM
Fe81Ni9Zr10 AM
Fe90Ni0Zr10 AM
Fe0Ni33Zr67 AM
Fe33Ni0.05Zr66.95 AM
Fe33Ni0.1Zr66.9 AM
Fe33Ni0.15Zr66.85 AM
Fe33Ni0.2Zr66.8 AM
Fe15Ni28.05Zr56.95 AM
Fe5Ni31.35Zr63.65 AM
Fe10Ni29.7Zr60.3 AM
Fe15Ni28.05Zr56.95 AM
Fe20Ni26.4Zr53.6 AM
Fe25Ni24.75Zr50.25 AM
Fe30Ni23.1Zr46.9 AM
Fe76.5Ni13.5Zr10 AM
Fe0Ni33Zr67 AM
Fe3.3Ni29.7Zr67 AM
Fe6.6Ni26.4Zr67 AM
Fe9.9Ni23.1Zr67 AM
Fe13.2Ni19.8Zr67 AM
Fe16.5Ni16.5Zr67 AM
Fe20.2Ni12.8Zr67 AM
Fe23.1Ni9.9Zr67 AM
Fe29.7Ni3.3Zr67 AM
Fe33Ni0Zr67 AM
Fe72Ni18Zr10 AM
Fe80P10Si10 AM
Fe80P15Si5 AM
Fe80P18Si2 AM
Fe80P9.5Si10.5 AM
Fe80P10Si10 AM
Fe80P11Si9 AM
Fe80P12Si8 AM
Fe80P13Si7 AM
Fe80P14Si6 AM
Fe80P16Si4 AM
Fe80P17.5Si2.5 AM
Fe80P20Si0 AM
Fe74P17V9 AM
Fe76P17V7 AM
Fe1.7Pd81.8Si16.5 AM
Fe4.2Pd79.3Si16.5 AM
Fe6.7Pd76.8Si16.5 AM
Fe10Pd73.5Si16.5 AM
Fe12.5Pd71Si16.5 AM
Fe15Pd68.5Si16.5 CR
